Case Number,Date,Type,Country,Area,Location,Activity,Sex,Injury,Fatal (Y/N),Species,Investigator or Source,pdf,href formula,original order,Date_alterated
2004.07.02.a,2004-07-02 00:00:00,Unprovoked,USA,Alabama,"Gulf Shores Beach, Baldwin County",Wading,M,right foot lacerated,N,4' to 5' shark,"C. Creswell, GSAF",2004.07.02.a-TrentonMartin.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.07.02.a-TrentonMartin.pdf,4558,No
2004.06.26.b,2004-06-26 00:00:00,Unprovoked,USA,California,"San Onofre State Beach, San Diego County",Surfing,M,"no injury, shark struck his board",N,"9'2"" white shark",R. Collier; GSAF,2004.06.26.b-French.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.06.26.b-French.pdf,4557,No
2004.06.26.a,2004-06-26 00:00:00,Invalid,AUSTRALIA,Western Australia,Floreat Beach,Crayfishing,M,"no injury, shark made threat displays & diver fended it off with his speargun",N,,"T. Peake, GSAF; Sunday Times (Perth)  6/27/2004, p.11",2004.06.26.a-Duncan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.06.26.a-Duncan.pdf,4556,No
2004.06.14,2004-06-14 00:00:00,Unprovoked,USA,Florida,"Disney / Vero Beach, Indian River County",Diving,F,foot bitten,N,,Global Lifeguards,2004.06.14-Disney.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.06.14-Disney.pdf,4555,No
2004.06.10.b,2004-06-10 00:00:00,Unprovoked,AUSTRALIA,Western Australia,Bunbury,Boarding,M,ankle & foot lacerated,N,"Bronze whaler shark, 2.5 m [8.25'] ","T. Peake, GSAF",2004.06.10.b-O'Brien.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.06.10.b-O'Brien.pdf,4554,No
2004.06.10.a,2004-06-10 00:00:00,Unprovoked,USA,Florida,"Daytona Beach Shores, Volusia County",Swimming,M,right wrist  & left arm lacerated,N,1.2 m [4'] shark,"T. Jerome, GSAF; Daytona Beach News Journal,, 6/11/2004, p.1C",2004.06.10.a-Anderson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.06.10.a-Anderson.pdf,4553,No
2004.06.02,2004-06-02 00:00:00,Unprovoked,SOUTH AFRICA,Western Cape Province,Dyer Island,Swimming,M,"fatal, leg severed",Y,White shark,"J. Smetherham & B. Ndenze, Cape Times",2004.06.02-Mayabai.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.06.02-Mayabai.pdf,4552,No
2004.05.29,2004-05-29 00:00:00,Unprovoked,USA,Texas,"Pirate's Beach, Galveston Island",Wading,M,puncture wounds on shin,N,0.9 m to 1.5 m [3' to 5'] shark,J. David,2004.05.29-Eckstrum.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.05.29-Eckstrum.pdf,4551,No
2004.05.23.b,2004-05-23 00:00:00,Unprovoked,BRAZIL,Pernambuco,Piedade Beach,Swimming,M,"left hand, foot severed &  left calf & arm bitten",N,Bull shark,"P. M. Lopes, GSAF; JC, 5/24/2004",2004.05.23.b-Silva.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.05.23.b-Silva.pdf,4550,No
2004.05.28,2004-05-28 00:00:00,Unprovoked,USA,California,"Salmon Creek, Sonoma County",Surfing,M,no injury,N,2.4 m to 3.7 m [8' to 12'] shark,"R. Collier, GSAF; B. Connor, Jr.",2004.05.28-Connor.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.05.28-Connor.pdf,4549,No
2004.05.23.a,2004-05-23 00:00:00,Unprovoked,USA,Florida,"St. Augustine, St. John's County",Boarding,M,calf & foot lacerated,N,,News4Jax,2004.05.23.a - St.Augustine.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.05.23.a - St.Augustine.pdf,4548,No
2004.05.22.c,2004-05-22 00:00:00,Invalid,USA,Florida,St. Augustine  St. Johns County,Swimming,M,single puncture wound on the foot,N,Shark involvement not confirmed,"T. Jerome, GSAF",2004.05.22.c-male.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.05.22.c-male.pdf,4547,No
2004.05.22.b,2004-05-22 00:00:00,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",,F,foot bitten,N,,First Coast News,2004.05.22.b-Grogan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.05.22.b-Grogan.pdf,4546,No
2004.05.22.a,2004-05-22 00:00:00,Unprovoked,BRAZIL,Pernambuco,"Piedade Beach, Recife",Wading,F,hips & thighs bitten,N,,"P.M. Lopes, GSAF, JC, 5/23/2004",2004.05.22.a-Bringel.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.05.22.a-Bringel.pdf,4545,No
2004.05.18,2004-05-18 00:00:00,Provoked,BAHAMAS,Abaco Islands,Green Turtle Cay,Diving,M,left forearm bitten provoked incident,N,"1,5 m [5'] Caribbean reef shark (Carcharhinus  perezi)","W. Leander, M. Levine, GSAF",2004.05.18-Leander.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.05.18-Leander.pdf,4544,No
2004.05.04,2004-05-04 00:00:00,Unprovoked,USA,Texas,Channel between South Padre Island & Padre Island National Seashore,Surfing,M,"no injury, board bitten",N,"Mako shark, 1.8 m [6']",G. Gore & M. Sturdevant,2004.05.04-Gore.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.05.04-Gore.pdf,4543,No
2004.05.01,2004-05-01 00:00:00,Unprovoked,BRAZIL,Pernambuco,Piedade,Swimming,M,fatal,Y,,"JCOnline, 5/2/2004",2004.05.01-Orlando.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.05.01-Orlando.pdf,4542,No
2004.04.26,2004-04-26 00:00:00,Unprovoked,AUSTRALIA,New South Wales,"Latitude Reef, near Forster",Diving,M,puncture wounds on wrist,N,"Wobbegong shark, 1.2 m [4'] k","T. Peake, GSAF",2004.04.26-Griffin.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.04.26-Griffin.pdf,4541,No
2004.04.22,2004-04-22 00:00:00,Boat,NEW ZEALAND,North Island,Motunui,Fishing,,"no injury to occupants, boat scratched by shark",N,"White shark, 5.5 m [18']","T. Peake, GSAF",2004.04.22-boatLive'N-Hope.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.04.22-boatLive'N-Hope.pdf,4540,No
2004.04.13.b,2004-04-13 00:00:00,Unprovoked,TONGA,Nuku'alofa,30 nautical miles offshore,Fishing,M,"bitten on feet, legs, back & abdomen but survived.  survivors rescued after  7.5 hours in the water",Y,small sharks,"New Zealand Herald, 4/15/2004",2004.04.13.b-Tonga.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.04.13.b-Tonga.pdf,4539,No
2004.04.13.a,2004-04-13 00:00:00,Invalid,TONGA,Nuku'alofa,30 nautical miles offshore,Fishing,M,"he was was bitten on the arm by small sharks & died, but it was not clear if he died as result of the bite or death resulted from drowing",Y,,"New Zealand Herald, 4/15/2004",2004.04.13.a-Tonga.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.04.13.a-Tonga.pdf,4538,No
2004.04.07,2004-04-07 00:00:00,Unprovoked,USA,Hawaii,"Kahana Beach, Maui",Surfing,M,fatal severe wound to right thigh & calf,Y,Tiger shark,"L. Fujimoto, B. Perry & M. Tanji, Maui News ",2004.04.07-McInnis.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.04.07-McInnis.pdf,4537,No
2004.04.05,2004-04-05 00:00:00,Unprovoked,SOUTH AFRICA,Western Cape Province,"Surfers' Corner, Muizenberg, False Bay",Surfing,M,"left leg lacerated, right leg severed above the knee",N,5 m [16.5'] white shark,"L. Compagno & E. Ritter, GSAF",2004.04.05-JP-Andrew.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.04.05-JP-Andrew.pdf,4536,No
2004.04.04,2004-04-04 00:00:00,Invalid,USA,Hawaii,Velzyland,Surfing,F,"disappeared, surfboard washed ashore, marks on leash suggested shark involvement",Y,,"R. Antone, Honolulu Star Bulletin",2004.04.04-CourtneyMarcher.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.04.04-CourtneyMarcher.pdf,4535,No
2004.03.31.b,2004-03-31 00:00:00,Unprovoked,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",,M,right foot bitten,N,,"D. Davies, Palm Beach Post, 6/3/2004",2004.03.31.b-Rapp.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.03.31.b-Rapp.pdf,4534,No
2004.03.31.a,2004-03-31 00:00:00,Unprovoked,USA,Florida,"Stuart Rocks, Martin County",Surfing,M,15 puncture wounds on foot,N,1.2 m [4'] bull shark,"T. Jerome, GSAF; Palm Beach Post,  4/1/2004",2004.03.31.a-Dean.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.03.31.a-Dean.pdf,4533,No
2004.03.29,2004-03-29 00:00:00,Unprovoked,BRAZIL,Pernambuco,Piedade Beach,Boarding,M,"lower left leg bitten, surgically amputated",N,bull shark,"P.M. Lopes, GSAF; Diaro, 3/30/2004",2004.03.29-Souza.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.03.29-Souza.pdf,4532,No
2004.03.28,2004-03-28 00:00:00,Unprovoked,USA,Florida,"Pelican Beach Park, Satellite Beach, Brevard County",Surfing,M,heel bitten,N,bull shark,"J.D. Gallop, Florida Today",2004.03.28-PelicanBeach.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.03.28-PelicanBeach.pdf,4531,No
2004.03.27.b,2004-03-27 00:00:00,Unprovoked,REUNION,Saint-Benoît,Spot de la gare,Surfing,M,right thigh bitten,N,2.5 m shark,"Clicanoo, le journal  de l'Ile de la Réunion",2004.03.27.b-Lorion.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.03.27.b-Lorion.pdf,4530,No
2004.03.27.a,2004-03-27 00:00:00,Unprovoked,USA,Florida,"Sanibel Island, Lee County",Swimming,M,minor lacerations & abrasions on forearm,N,,"T. Jerome, GSAF",2004.03.27.a-Hoffman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.03.27.a-Hoffman.pdf,4529,No
2004.03.24,2004-03-24 00:00:00,Unprovoked,USA,Hawaii,Punaluu,Snorkeling,F,lacerations to left foot,N,1.8 m [6'] shark,Hawaii Department of Land and Natural Resources,2004.03.24-Mooney.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.03.24-Mooney.pdf,4528,No
2004.03.22,2004-03-22 00:00:00,Unprovoked,NEW ZEALAND,North Island,Te Arai Point,Spearfishing,M,no injury,N,Bronze whaler shark,J. Edgar,2004.03.22-Fraser.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.03.22-Fraser.pdf,4527,No
2004.03.16,2004-03-16 00:00:00,Unprovoked,USA,Hawaii,"Kalihiwai Beach, Kauai",Surfing,M,"no injury, board bitten",N,"Tiger shark, 2.4 m to 3 m [8' to 10'] ",The Hawaii Channel,2004.03.16-Orth.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.03.16-Orth.pdf,4526,No
2004.03.06,2004-03-06 00:00:00,Unprovoked,AUSTRALIA,Western Australia,5 nm off Cervantes,Spearfishing,M,shin & calf bitten,N,"Bronze whaler shark, 1.5 m [5'] ","T. Peake, GSAF; Sunday Times (Perth) 3/7/2004, p.19",2004.03.06-Pickering.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.03.06-Pickering.pdf,4525,No
2004.02.29,2004-02-29 00:00:00,Unprovoked,BRAZIL,Pernambuco,"Piedade Beach, Recife",Swimming,M,"fatal, right thigh & hip bitten",Y,,"P. M. Lopez, GSAF; Northern Territory News, 3/2/2004, p.11",2004.02.29-dosSantos.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.02.29-dosSantos.pdf,4524,No
2004.02.26,2004-02-26 00:00:00,Unprovoked,NEW ZEALAND,"South Island, near Karitane north of Dunedin",South Beach,Surfing,M,thigh lacerated,N,2 m [6.75'] sevengill  shark,"R.D. Weeks, GSAF; NZ Herald",2004.02.26-Blair.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.02.26-Blair.pdf,4523,No
2004.02.21,2004-02-21 00:00:00,Unprovoked,AUSTRALIA,New South Wales,"Taree, Old Bar Beach",Swimming,M,three toes lacerated,N,,Manning River Times,2004.02.21-Taree.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.02.21-Taree.pdf,4522,No
2004.02.16,2004-02-16 00:00:00,Invalid,AUSTRALIA,Queensland,"Fido's Reef, 300 m east of Cook Island. Cook Island is 2 miles from Tweed Heads, Gold Coast",Diving,M,"disappeared while diving, may have suffered shallow water blackout. searchers observed large tiger sharks & whaler sharks in the area",N,Shark involvement not confirmed,"news.com.au; Northern Territory News, 2/18/2004, p.10; Sunday Territorian, 2/22/2004, p.9; ",2004.02.16-Bryant.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.02.16-Bryant.pdf,4521,No
2004.02.14,2004-02-14 00:00:00,Unprovoked,EGYPT,nan,"Coral Bay, Sharm-el-Sheikh",Snorkeling,M,fatal,Y,,divernet.com,2004.02.14-Sinai.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.02.14-Sinai.pdf,4520,No
2004.02.11,2004-02-11 00:00:00,Unprovoked,AUSTRALIA,New South Wales,Caves Beach,Snorkeling,M,leg bitten,N,"60 cm [23.6""] blind or brown shark","T. Peake, GSAF",2004.02.11-Tresoglavic.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.02.11-Tresoglavic.pdf,4519,No
2004.01.25,2004-01-25 00:00:00,Unprovoked,AUSTRALIA,Western Australia,Binningup,Diving,M,left leg bitten,N,4 m to 5 m [13' to 16.5'] white shark,"T. Peake, GSAF",2004.01.25-Oppert.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.01.25-Oppert.pdf,4518,No
2004.01.23,2004-01-23 00:00:00,Unprovoked,URUGUAY,Rocha,Ensenada de la Coronilla,Surfing,M,puncture wounds to dorsum of right foot,N,Possibily a  1.5 to 2 m sandtiger shark,C.M. Prigioni el al,2004.01.23-Uruguay.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.01.23-Uruguay.pdf,4517,No
2004.01.22,2004-01-22 00:00:00,Invalid,NEW ZEALAND,Northlands,90 Mile Beach,Boarding,M,"no injury, swim fin damaged",N,Shark involvement doubtful,The Northlands,2004.01.22.R-90MileBeach.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.01.22.R-90MileBeach.pdf,4516,No
2004.01.21.b,2004-01-21 00:00:00,Unprovoked,VENEZUELA,Anzoategui,"Playa Colorada Beach, Mochima National Park, only 200 m west of Santa Cruz Beach",Swimming,M,lower back & hand bitten,N,"Bull shark, 1.65 m [5'5""] was speared & killed","D. Ramierez, GSAF       ",2004.01.21.b-Moeller.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.01.21.b-Moeller.pdf,4515,No
2004.01.21.a,2004-01-21 00:00:00,Unprovoked,VENEZUELA,Anzoategui,"Santa Cruz Beach, Mochima National Park, 250 km from Caracas",Spearfishing,M,right leg bitten,N,"Bull shark, 132-kg [291-lb] ","D. Ramierez, GSAF       ",2004.01.21.a-Gonzalez.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.01.21.a-Gonzalez.pdf,4514,No
2004.01.15.R,2004-01-15 00:00:00,Boat,SOUTH AFRICA,KwaZulu-Natal,Ballito,Skiing,M,"no injury to occupants, stern of ski bitten",N,"Mako shark, 3 m to 4 m [10' to 13'] ",surfski.co.nz,2004.01.15.R-Ballito.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.01.15.R-Ballito.pdf,4513,No
2004.01.12,2004-01-12 00:00:00,Unprovoked,AUSTRALIA,New South Wales,Bushrangers Pass at Bass Point,Diving,M,"no injury, swim fin ripped off",N,"Raggedtooth shark, 3.5 m [11.5'] ","T. Peake, GSAF",2004.01.12-Flynn.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.01.12-Flynn.pdf,4512,No
2004.01.07,2004-01-07 00:00:00,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"West Beach, Port Alfred",Surfing,M,foot lacerated,N,Raggedtooth shark,"A. Cobb & E. Ritter, GSAF",2004.01.07-Horsfield.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.01.07-Horsfield.pdf,4511,No
2004.01.03.b,2004-01-03 00:00:00,Invalid,NEW ZEALAND,North Island,"Whiritoa, Eastern Cormandel",Kayaking,M,"no injury, no attack, shark took fish from back of kayak",N,,"R.D. Weeks, GSAF; Waikto Times, 1/4/2004 ",2004.01.03.b-WaikatoMale.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.01.03.b-WaikatoMale.pdf,4510,No
2004.01.03.a,2004-01-03 00:00:00,Sea Disaster,EGYPT,Sinai Peninsula,Off Sharm El-Sheikh,Boeing,,"no survivors, sharks scavenged on remains",Y,,"Scotsman, 1/4/2004",2004.01.03.a-RedSeaAirDisaster.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.01.03.a-RedSeaAirDisaster.pdf,4509,No
2004.00.00,2004-01-01 00:00:00,Unprovoked,AUSTRALIA,Western Australia,Redgate Beach,Surfing,M,no inury,N,,J. Carlsen,2004.00.00-Carlsen.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.00.00-Carlsen.pdf,4508,Yes
2003.12.31,2003-12-31 00:00:00,Boat,SOUTH AFRICA,KwaZulu-Natal,Salt Rock,,,no injury to occupants,N,Shortfin mako shark,Natal Sharks Board,2003.12.31-SaltRock.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.12.31-SaltRock.pdf,4507,No
2003.12.26,2003-12-26 00:00:00,Invalid,USA,Florida,"Miami, Dade County",Swimming,M,knee lacerated,N,Questionable Incident,"The Times (London), 12/27/2003, p.4",2003.12.26-Hansell.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.12.26-Hansell.pdf,4506,No
2003.12.13.b,2003-12-13 00:00:00,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Swimming,M,foot bitten,N,,"Florida Today (Melbourne), 12/14/2003",2003.12.13.b-boy.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.12.13.b-boy.pdf,4505,No
2003.12.13.a,2003-12-13 00:00:00,Unprovoked,NEW ZEALAND,Cook Islands,Pukapuka Northern Group,Swimming,M,fatal,Y,,R. Weeks; Cook Islands Government News Release,2003.12.13.a-Vaotiare.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.12.13.a-Vaotiare.pdf,4504,No
2003.12.08,2003-12-08 00:00:00,Unprovoked,AUSTRALIA,Victoria,Collendina Beach east of Ocean Grove,Surfing,M,"no inury, shark caught leash attached to surfer's ankle & towed him a short distance",N,,"J. Eager, scubaradio.com",2003.12.08-Myer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.12.08-Myer.pdf,4503,No
2003.11.30.b,2003-11-30 00:00:00,Unprovoked,AUSTRALIA,Western Australia,Perth? (Margaret River District),Swimming,M,"after biting halverson, it bit scott's thigh",N,"Wobbegong shark, 1.2 m [4'] ","J. Eager, scubaradio.com",2003.11.30.b-Scott.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.11.30.b-Scott.pdf,4502,No
2003.11.30.a,2003-11-30 00:00:00,Unprovoked,AUSTRALIA,Western Australia,Perth? (Margaret River District),Swimming,M,hand & foot bitten,N,"Wobbegong shark, 1.2 m [4'] ","J. Eager, scubaradio.com",2003.11.30.a-Halverson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.11.30.a-Halverson.pdf,4501,No
2003.11.27,2003-11-27 00:00:00,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Sodwana,Spearfishing,M,"presumed fatal, severed hand recovered",Y,"Tiger shark, 4 m [13']  ?","E. Ritter, GSAF",2003.11.27-Jee.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.11.27-Jee.pdf,4500,No
2003.11.22,2003-11-22 00:00:00,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Surfing,F,severe abrasion to left lateral calf,N,4' shark,T. Trumbauer,2003.11.22-Trumbauer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.11.22-Trumbauer.pdf,4499,No
2003.11.12.b,2003-11-12 00:00:00,Unprovoked,INDIA,Tamil Nadu,"Mahabalipuram beach, 37 km south of Chennai",Swimming,M,left index finger lacerated,N,Tiger shark?," P.C.V. Kumar; A. Patil, GSAF   ",2003.11.12-Moquin.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.11.12-Moquin.pdf,4498,No
2003.11.12.a,2003-11-12 00:00:00,Unprovoked,USA,Florida,"South Jetty, New Smyrna Beach, Volusia County",Surfing,M,lacerations to hand,N,,"S. Petersohn, GSAF",2003.11.12.a-NV-Crawford.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.11.12.a-NV-Crawford.pdf,4497,No
2003.11.06.b,2003-11-06 00:00:00,Unprovoked,EGYPT,Sinai Peninsula,"Shaab Mahmud, Ras Mohamed Park",Snorkeling,M,hand/elbow injured,N,2.5 oceanic whitetip shark,N. Pankratov,2003.11.06.b-Fedorov.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.11.06.b-Fedorov.pdf,4496,No
2003.11.06.a,2003-11-06 00:00:00,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Karridene,Skiing,,"no injury to occupants, hull of ski bitten",N,White shark,Natal Sharks Board,2003.11.06.a-Karridene.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.11.06.a-Karridene.pdf,4495,No
2003.11.01,2003-11-01 00:00:00,Unprovoked,AUSTRALIA,New South Wales,"Seal Rocks, north of Newcastle",Standing,M,minor lacerations to leg & foot,N,,"The Sun; 11/2/2003, p.9",2003.11.01-SealRocks.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.11.01-SealRocks.pdf,4494,No
2003.11.00,2003-11-01 00:00:00,Provoked,PANAMA,Pearl Islands,nan,Spearfishing,M,left forearm bitten provoked incident,N,"Nurse shark, 60 cm to 90 cm [2' to 3'] ","J. Eager, scubaradio.com",2003.11.00-RichardHatch.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.11.00-RichardHatch.pdf,4493,Yes
2003.10.31.c,2003-10-31 00:00:00,Unprovoked,USA,Florida,"Ponte Vedra Beach, St. Johns County",Surfing,M,left foot (sole) bitten,N,1.2 m to 1.5 m [4' to 5'] shark,"D. Dixon, Florida Times-Union, 11/8/2003 ",2003.10.31.c-Gray.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.10.31.c-Gray.pdf,4492,No
2003.10.31.b,2003-10-31 00:00:00,Unprovoked,AUSTRALIA,New South Wales,"Lighthouse Beach, Seal Rocks",Surfing,M,left ankle & foot lacerated,N,"1.5 m [5'] shark, either a bronze whaler or a grey nurse shark",ABC News Australia,2003.10.31.b-Anthony.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.10.31.b-Anthony.pdf,4491,No
2003.10.31.a,2003-10-31 00:00:00,Unprovoked,USA,Hawaii,"Tunnels surf break off Makua Beach, Kaua'i",Surfing,F,left arm severed below shoulder,N,"Tiger shark, 14' "," E. Ritter, GSAF  ",2003.10.31.a-BethanyHamilton.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.10.31.a-BethanyHamilton.pdf,4490,No
2003.10.27,2003-10-27 00:00:00,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,laceration on right ankle & heel,N,,"S. Petersohn, GSAF",2003.10.27-Hauser.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.10.27-Hauser.pdf,4489,No
2003.10.24,2003-10-24 00:00:00,Invalid,USA,Hawaii,Honolua Bay,Snorkeling,M,left forearm lacerated,N,Shark involvement not confirmed,"Timothy Hurley, Advertiser Maui County Bureau",2003.10.24-DonKeener.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.10.24-DonKeener.pdf,4488,No
2003.10.14,2003-10-14 00:00:00,Unprovoked,USA,Florida,Near Patrick Air Force Base Brevard County,Surfing,M,foot bitten,N,1.2 m [4'] shark,WFTV.com,2003.10.14-male.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.10.14-male.pdf,4487,No
